Zipcode,Population,Median Age,Household Income,Per Capita Income,Poverty Count,Poverty Rate
10029,77857.0,33.5,31446.0,25577.0,22704.0,29.16115442413656
10030,29530.0,34.0,32561.0,23064.0,9113.0,30.860142228242466
10031,58912.0,33.4,38338.0,22954.0,16177.0,27.459600760456272
10032,59069.0,34.6,35979.0,19137.0,16472.0,27.886031590174202
10033,60520.0,35.9,44595.0,23976.0,14323.0,23.666556510244547
10034,42672.0,36.4,42522.0,22776.0,11044.0,25.88113985751781
10035,34760.0,34.7,26764.0,19691.0,13257.0,38.138665132336016
10036,24127.0,37.5,70625.0,72435.0,2906.0,12.044597339080697
10037,18041.0,37.1,37000.0,25736.0,4970.0,27.548362064187128
10038,20997.0,33.6,73988.0,59309.0,3920.0,18.669333714340144
10039,25952.0,32.9,33132.0,20185.0,7800.0,30.05548705302096
10040,45278.0,37.6,46944.0,24468.0,8684.0,19.179292371571183
10044,12050.0,39.4,95259.0,46709.0,1182.0,9.809128630705395
10065,31761.0,38.8,110163.0,113444.0,1842.0,5.799565504864456
10069,5523.0,35.8,172926.0,118923.0,305.0,5.522361035669021
10075,24377.0,42.6,104583.0,113485.0,2172.0,8.910038150715838
10103,0.0,-666666666.0,-666666666.0,-666666666.0,0.0,
10110,1.0,-666666666.0,-666666666.0,,0.0,0.0
10111,0.0,-666666666.0,-666666666.0,-666666666.0,0.0,
10112,0.0,-666666666.0,-666666666.0,-666666666.0,0.0,
10115,0.0,-666666666.0,-666666666.0,-666666666.0,0.0,
10119,0.0,-666666666.0,-666666666.0,-666666666.0,0.0,
10128,62447.0,38.7,100649.0,91988.0,4817.0,7.71374125258219
10152,0.0,-666666666.0,-666666666.0,-666666666.0,0.0,
10153,0.0,-666666666.0,-666666666.0,-666666666.0,0.0,
10154,0.0,-666666666.0,-666666666.0,-666666666.0,0.0,
10162,1252.0,36.2,193238.0,107132.0,0.0,0.0
10165,0.0,-666666666.0,-666666666.0,-666666666.0,0.0,
10167,0.0,-666666666.0,-666666666.0,-666666666.0,0.0,
10168,0.0,-666666666.0,-666666666.0,-666666666.0,0.0,
10169,0.0,-666666666.0,-666666666.0,-666666666.0,0.0,
10170,0.0,-666666666.0,-666666666.0,-666666666.0,0.0,
10171,0.0,-666666666.0,-666666666.0,-666666666.0,0.0,
10172,0.0,-666666666.0,-666666666.0,-666666666.0,0.0,
10173,0.0,-666666666.0,-666666666.0,-666666666.0,0.0,
10174,0.0,-666666666.0,-666666666.0,-666666666.0,0.0,
10177,0.0,-666666666.0,-666666666.0,-666666666.0,0.0,
10199,0.0,-666666666.0,-666666666.0,-666666666.0,0.0,
10271,0.0,-666666666.0,-666666666.0,-666666666.0,0.0,
10278,0.0,-666666666.0,-666666666.0,-666666666.0,0.0,
10279,0.0,-666666666.0,-666666666.0,-666666666.0,0.0,
10280,8817.0,37.1,143636.0,90980.0,485.0,5.500737212203697
10282,5903.0,33.0,245556.0,138381.0,140.0,2.371675419278333
10301,39367.0,35.3,60278.0,28054.0,7671.0,19.485863794548735
10302,18043.0,33.3,54150.0,23165.0,4593.0,25.455855456409687
10303,24348.0,32.8,52826.0,22593.0,5726.0,23.517332019057008
10304,41864.0,35.0,53762.0,27811.0,8354.0,19.95509268106249
10305,41471.0,40.1,70763.0,30178.0,4559.0,10.993224180752815
10306,54888.0,42.0,79152.0,35187.0,3643.0,6.637152018656173
10307,15006.0,39.0,86688.0,34894.0,932.0,6.210848993735839
10308,29805.0,42.3,85814.0,36756.0,2169.0,7.27730246602919
10309,33382.0,38.6,87536.0,37508.0,3160.0,9.466179378107963
10310,24719.0,33.6,64724.0,27220.0,5417.0,21.91431692220559
10311,0.0,-666666666.0,-666666666.0,-666666666.0,0.0,
10312,61105.0,41.2,87946.0,36127.0,4363.0,7.140168562310777
10314,87524.0,41.5,78962.0,33822.0,6818.0,7.789863351766373
10451,47818.0,31.6,27197.0,15672.0,16458.0,34.418001589359655
10452,75252.0,30.4,24965.0,12942.0,29924.0,39.76505607824377
10453,79002.0,31.0,24741.0,12459.0,32209.0,40.76985392774866
10454,38751.0,28.6,19536.0,11429.0,18699.0,48.25423860029419
10455,39951.0,30.0,22996.0,12442.0,16044.0,40.15919501389202
10456,91737.0,29.7,22962.0,12157.0,37837.0,41.24508104690583
10457,71015.0,29.4,24883.0,12768.0,28149.0,39.638104625783285
10458,76276.0,29.4,24829.0,14046.0,28765.0,37.71173108186061
10459,48269.0,28.7,23400.0,12616.0,19612.0,40.63063249704779
10460,58676.0,30.0,23289.0,12795.0,23971.0,40.85315972458927
10461,52435.0,37.1,52230.0,27484.0,8211.0,15.65938781348336
10462,76114.0,35.0,45234.0,22296.0,15957.0,20.964605722994456
10463,71238.0,38.0,55354.0,31572.0,12323.0,17.29835200314439
10464,4532.0,48.4,75696.0,43196.0,184.0,4.060017652250662
10465,46360.0,39.3,68831.0,30235.0,6213.0,13.401639344262295
10466,69657.0,36.1,42587.0,19944.0,14846.0,21.313005153825173
10467,99251.0,33.1,35852.0,18103.0,27541.0,27.748838802631713
10468,72683.0,31.9,33585.0,15710.0,23516.0,32.35419561658159
10469,72241.0,37.0,57680.0,23044.0,9165.0,12.686701457621018
10470,14880.0,36.0,58330.0,28926.0,1801.0,12.103494623655914
10471,21935.0,43.7,73684.0,41945.0,1787.0,8.146797355824026
10472,69659.0,31.3,30541.0,14970.0,24007.0,34.46360125755466
10473,59948.0,36.5,36729.0,19760.0,16166.0,26.966704477213586
10474,12223.0,29.9,26460.0,11609.0,4657.0,38.100302708009494
10475,44582.0,46.2,45886.0,26215.0,4437.0,9.95244717599031
10501,1073.0,47.6,141500.0,56348.0,5.0,0.4659832246039143
10502,5396.0,45.4,142679.0,60372.0,89.0,1.6493699036323202
10503,172.0,58.3,139911.0,74056.0,48.0,27.906976744186046
10504,7885.0,41.2,200000.0,111145.0,137.0,1.7374762206721623
10505,785.0,37.8,178333.0,54114.0,0.0,0.0
10506,5303.0,43.6,185372.0,91593.0,208.0,3.9223081274750142
10507,7039.0,36.1,70684.0,40345.0,526.0,7.472652365392811
10509,19605.0,41.3,90959.0,40580.0,1269.0,6.472838561591431
10510,10391.0,43.7,153613.0,71502.0,386.0,3.7147531517659513
10511,2349.0,44.5,93977.0,53695.0,104.0,4.427415921668795
10512,25467.0,43.3,92067.0,40638.0,1304.0,5.120351827855656
10514,12915.0,40.4,207733.0,97394.0,374.0,2.8958575300038714
10516,5327.0,44.4,84966.0,47158.0,234.0,4.392716350666416
10517,756.0,31.9,91481.0,31412.0,0.0,0.0
10518,1505.0,48.5,214688.0,78451.0,101.0,6.710963455149502
10519,181.0,49.7,126089.0,55339.0,1.0,0.5524861878453039
10520,13107.0,46.8,98552.0,55771.0,442.0,3.372243839169909
10522,11001.0,41.8,113062.0,52123.0,402.0,3.6542132533406053
10523,8563.0,34.9,87042.0,33489.0,644.0,7.520728716571295
10524,4402.0,49.9,118409.0,54978.0,345.0,7.837346660608814
10526,1714.0,40.9,109821.0,74459.0,38.0,2.2170361726954493
10527,1156.0,43.9,196300.0,58124.0,20.0,1.7301038062283738
10528,12720.0,38.9,106912.0,59314.0,846.0,6.650943396226415
10530,12431.0,48.4,97682.0,58366.0,562.0,4.5209556753278095
10532,4906.0,43.9,109815.0,44832.0,192.0,3.9135752140236444
10533,7484.0,46.1,139359.0,88057.0,208.0,2.779262426509888
10535,573.0,43.6,56860.0,34150.0,0.0,0.0
10536,10725.0,44.9,155658.0,73530.0,473.0,4.410256410256411
10537,1952.0,40.4,80380.0,34319.0,126.0,6.454918032786885
10538,16803.0,41.4,158258.0,86145.0,633.0,3.7671844313515446
10541,26355.0,40.9,108082.0,40733.0,732.0,2.777461582242459
10543,20250.0,42.1,88942.0,52689.0,1659.0,8.192592592592593
10545,135.0,77.9,-666666666.0,11273.0,69.0,51.111111111111114
10546,1149.0,45.1,119091.0,57699.0,11.0,0.9573542210617929
10547,6913.0,43.5,84925.0,37236.0,474.0,6.856646897150297
10548,3214.0,49.3,83167.0,41949.0,156.0,4.853764779091475
10549,16165.0,39.7,88508.0,53287.0,1644.0,10.170120630992885
10550,37421.0,33.3,40492.0,20408.0,7356.0,19.657411613799738
10552,20339.0,42.3,68530.0,39590.0,2098.0,10.315158070701608
10553,10032.0,40.5,64295.0,26185.0,1398.0,13.935406698564593
10560,4742.0,50.7,131500.0,68963.0,161.0,3.3951919021509913
10562,31453.0,38.4,75848.0,34478.0,4406.0,14.008202715162305
10566,23875.0,38.5,51961.0,29723.0,3596.0,15.061780104712042
10567,20197.0,43.7,108446.0,47796.0,833.0,4.12437490716443
10570,12592.0,41.0,125488.0,59594.0,288.0,2.2871664548919948
10573,38656.0,37.7,70532.0,36953.0,4692.0,12.137831125827814
10576,4842.0,49.4,170278.0,98357.0,169.0,3.4902932672449403
10577,6269.0,20.3,209350.0,51798.0,219.0,3.493380124421758
10578,589.0,50.5,115114.0,41808.0,0.0,0.0
10579,9264.0,44.8,107066.0,45333.0,415.0,4.479706390328152
10580,17322.0,41.6,158281.0,98501.0,552.0,3.1866989954970557
10583,39510.0,43.0,169583.0,91173.0,1161.0,2.938496583143508
10588,2518.0,47.5,72958.0,35192.0,8.0,0.3177124702144559
10589,9376.0,53.1,103721.0,61496.0,248.0,2.645051194539249
10590,7026.0,44.4,129632.0,66401.0,139.0,1.978366068886991
10591,23037.0,40.1,78227.0,46758.0,2033.0,8.824933802144377
10594,5201.0,38.3,122583.0,42753.0,201.0,3.8646414151124784
10595,8577.0,38.0,107522.0,36343.0,724.0,8.441179899731841
10596,1629.0,38.0,54773.0,27106.0,141.0,8.655616942909761
10597,1128.0,46.2,250001.0,99561.0,10.0,0.8865248226950354
10598,29699.0,44.0,108093.0,46919.0,394.0,1.3266439947472979
10601,11524.0,37.5,70477.0,54892.0,1825.0,15.836515098923984
10603,17924.0,37.7,92419.0,43851.0,1376.0,7.676857844231199
10604,11397.0,40.9,81814.0,49235.0,1077.0,9.449855225059226
10605,17671.0,42.2,107782.0,58899.0,1470.0,8.318714277630015
10606,17293.0,36.3,74733.0,35266.0,1437.0,8.309720696235471
10607,6727.0,41.5,140478.0,55828.0,434.0,6.451612903225806
10701,59628.0,35.2,45893.0,24114.0,14524.0,24.357684309384855
10703,20894.0,38.3,59653.0,25961.0,2507.0,11.998659902364315
10704,31198.0,41.0,69309.0,33551.0,2866.0,9.186486313225206
10705,39817.0,33.6,46848.0,23359.0,8680.0,21.799733782052893
10706,8734.0,46.8,128056.0,65563.0,375.0,4.293565376688802
10707,10525.0,38.6,89821.0,49580.0,656.0,6.232779097387174
10708,22497.0,43.6,96490.0,65777.0,990.0,4.40058674489932
10709,9347.0,45.0,89712.0,52748.0,211.0,2.25740879426554
10710,27388.0,43.5,81082.0,38087.0,1763.0,6.437125748502994
10801,41265.0,35.4,58280.0,27799.0,5726.0,13.876166242578456
10803,12523.0,39.8,140977.0,73829.0,322.0,2.57126886528787
10804,14850.0,44.1,162674.0,79991.0,451.0,3.037037037037037
10805,18898.0,39.4,55464.0,31488.0,1836.0,9.715313789819028
10901,23195.0,42.7,86215.0,44503.0,1368.0,5.897822806639362
10910,24.0,-666666666.0,-666666666.0,,0.0,0.0
10911,0.0,-666666666.0,-666666666.0,-666666666.0,0.0,
10913,5657.0,41.5,124766.0,45272.0,117.0,2.0682340463143007
10914,421.0,30.0,131250.0,35107.0,0.0,0.0
10915,168.0,46.8,-666666666.0,17877.0,35.0,20.833333333333332
10916,4374.0,42.2,103750.0,37016.0,164.0,3.7494284407864655
10917,1959.0,45.2,95344.0,43597.0,135.0,6.891271056661562
10918,11700.0,40.7,84323.0,35801.0,670.0,5.726495726495727
10919,1647.0,44.7,97742.0,34758.0,80.0,4.857316332726168
10920,8682.0,42.4,92193.0,41243.0,651.0,7.498272287491361
10921,4138.0,44.3,75667.0,33751.0,143.0,3.4557757370710487
10922,1406.0,41.7,89375.0,38884.0,95.0,6.756756756756757
10923,8705.0,39.4,89420.0,32614.0,866.0,9.948305571510627
10924,13153.0,42.0,86359.0,37553.0,566.0,4.303200790694138
10925,4300.0,43.1,70927.0,39170.0,365.0,8.488372093023257
10926,3256.0,36.6,65742.0,32650.0,161.0,4.944717444717445
10927,12060.0,32.8,56714.0,26077.0,1847.0,15.315091210613598
10928,4029.0,40.4,70278.0,35315.0,289.0,7.172995780590718
10930,8938.0,39.9,128500.0,41346.0,474.0,5.303199820989035
10931,908.0,43.6,78333.0,34269.0,92.0,10.13215859030837
10932,33.0,22.4,-666666666.0,10782.0,0.0,0.0
10933,797.0,30.3,91830.0,25990.0,55.0,6.900878293601004
10940,48512.0,36.7,58803.0,26855.0,7066.0,14.56546833773087
10941,13572.0,39.2,68367.0,29450.0,822.0,6.05658709106985
10950,48838.0,23.9,72371.0,24847.0,13905.0,28.471681887055162
10952,41619.0,20.5,54032.0,18076.0,15039.0,36.134938369494705
10953,123.0,55.4,122788.0,53862.0,0.0,0.0
10954,23678.0,44.2,90781.0,40698.0,1165.0,4.92017906917814
10956,31090.0,44.5,118181.0,47887.0,1482.0,4.766806046960437
10958,2929.0,42.9,106211.0,32481.0,209.0,7.135541140320929
10960,15637.0,39.7,80795.0,47545.0,1558.0,9.963547995139733
10962,5677.0,47.1,103672.0,38881.0,516.0,9.089307732957549
10963,4219.0,41.1,69967.0,18937.0,258.0,6.115193173737852
10964,1711.0,51.6,109844.0,51791.0,84.0,4.909409701928697
10965,14878.0,42.1,99741.0,42988.0,944.0,6.344938835865036
10968,2301.0,52.2,97909.0,72043.0,89.0,3.867883528900478
10969,1665.0,43.3,66875.0,38514.0,36.0,2.1621621621621623
10970,9716.0,41.6,83945.0,37503.0,793.0,8.161794977356937
10973,2646.0,41.8,93750.0,32656.0,135.0,5.1020408163265305
10974,3166.0,37.7,86495.0,38194.0,160.0,5.053695514845231
10975,328.0,55.0,77500.0,69525.0,0.0,0.0
10976,2266.0,40.1,40281.0,26922.0,495.0,21.844660194174757
10977,60650.0,28.1,60941.0,21762.0,14887.0,24.545754328112118
10979,201.0,45.2,70875.0,29459.0,0.0,0.0
10980,13746.0,43.1,96168.0,38649.0,802.0,5.834424559871962
10983,5727.0,42.4,128520.0,46764.0,55.0,0.9603631918980269
10984,3117.0,43.8,123250.0,39112.0,19.0,0.6095604748155278
10985,14.0,-666666666.0,-666666666.0,,0.0,0.0
10986,1887.0,40.7,114306.0,46963.0,33.0,1.7488076311605723
10987,3279.0,45.3,98942.0,53385.0,54.0,1.646843549862763
10988,947.0,35.7,73036.0,27197.0,39.0,4.118268215417107
10989,10113.0,47.8,103998.0,40786.0,373.0,3.6883219618313063
10990,20029.0,43.8,86241.0,42908.0,1012.0,5.052673623246293
10992,9324.0,44.9,82258.0,35429.0,543.0,5.8236808236808235
10993,5069.0,32.5,68611.0,25350.0,454.0,8.956401657131584
10994,6931.0,43.9,126477.0,47298.0,301.0,4.342807675660078
10996,6892.0,20.7,96458.0,20546.0,108.0,1.567034242600116
10998,2699.0,43.0,99688.0,34554.0,197.0,7.298999629492404
11001,27156.0,41.1,100625.0,40788.0,830.0,3.056414788628664
11003,44907.0,37.3,88537.0,28421.0,3575.0,7.960896964838444
11004,14045.0,44.1,82054.0,36326.0,1221.0,8.693485226059096
11005,2123.0,81.4,61587.0,70320.0,27.0,1.2717852096090438
11010,25054.0,42.3,95162.0,34855.0,1144.0,4.566137143769458
11020,6120.0,46.4,126652.0,60677.0,300.0,4.901960784313726
11021,17478.0,46.1,90181.0,60478.0,804.0,4.6000686577411605
11023,9955.0,40.9,106639.0,47212.0,574.0,5.765946760421898
11024,7789.0,37.6,93950.0,44187.0,585.0,7.51059186031583
11030,17295.0,45.3,162500.0,85744.0,630.0,3.642671292281006
11040,40799.0,44.1,105266.0,39228.0,1659.0,4.066276134218976
11042,542.0,81.5,-666666666.0,16736.0,0.0,0.0
11050,30583.0,42.8,106682.0,61091.0,1330.0,4.34882124055848
11096,7884.0,33.2,55222.0,21252.0,1369.0,17.364282090309487
11101,25317.0,35.4,48509.0,34276.0,5351.0,21.135995576095112
11102,35027.0,32.6,50160.0,28118.0,6471.0,18.474319810431954
11103,38257.0,34.4,57733.0,32578.0,5494.0,14.360770577933451
11104,26555.0,37.6,56578.0,31798.0,3667.0,13.809075503671625
11105,36816.0,34.8,60247.0,33350.0,4960.0,13.472403302911777
11106,38633.0,36.1,52399.0,31376.0,7718.0,19.97773923847488
11109,4337.0,32.2,128693.0,91699.0,381.0,8.784874337099378
11201,56488.0,34.9,98775.0,68287.0,7599.0,13.452414672142757
11203,77011.0,38.9,46630.0,22555.0,13120.0,17.036527249353988
11204,80349.0,34.6,45593.0,20284.0,18287.0,22.759461847689455
11205,43320.0,29.4,47050.0,26331.0,14264.0,32.92705447830102
11206,83180.0,29.0,30686.0,17241.0,29653.0,35.64919451791296
11207,93465.0,31.3,33816.0,16386.0,30716.0,32.86363879527096
11208,92262.0,30.9,34527.0,15154.0,30863.0,33.45147514686437
11209,72582.0,39.2,59934.0,36870.0,11274.0,15.532776721501198
11210,67042.0,34.9,56052.0,25229.0,10082.0,15.038334178574624
11211,94681.0,30.1,50943.0,30557.0,29779.0,31.451928053146883
11212,87751.0,31.7,28146.0,15814.0,30354.0,34.59105879135281
11213,62756.0,32.8,34804.0,18635.0,17012.0,27.108164956338836
11214,88297.0,39.5,45838.0,23134.0,16325.0,18.488736876677578
11215,70156.0,34.6,99040.0,58737.0,5758.0,8.207423456297395
11216,54440.0,34.4,45566.0,28134.0,11867.0,21.798310066127847
11217,38567.0,35.4,85199.0,53380.0,5554.0,14.400912697383774
11218,75132.0,32.5,54441.0,24828.0,16863.0,22.444497684076026
11219,98719.0,27.7,35083.0,14419.0,35459.0,35.91912397816023
11220,101715.0,32.5,38052.0,16257.0,32359.0,31.81340018679644
11221,83773.0,31.4,39785.0,19340.0,22456.0,26.80577274300789
11222,34580.0,33.9,66610.0,40119.0,4362.0,12.614227877385773
11223,76651.0,37.4,40873.0,22570.0,14896.0,19.43353641831157
11224,42698.0,46.6,27011.0,20916.0,12561.0,29.418239730198135
11225,59613.0,33.9,43543.0,23552.0,12853.0,21.56073339707782
11226,98299.0,35.0,42182.0,21483.0,19774.0,20.116176156420718
11228,46059.0,39.9,62821.0,29683.0,5461.0,11.85653183959704
11229,81351.0,40.8,51985.0,27246.0,12169.0,14.958636033976227
11230,87064.0,34.7,41820.0,23792.0,20899.0,24.00418083249104
11231,34605.0,35.6,83383.0,52748.0,5640.0,16.298222800173384
11232,29452.0,31.7,44583.0,19325.0,7568.0,25.69604780660057
11233,69637.0,33.6,34432.0,19696.0,21297.0,30.582879790915747
11234,95610.0,38.7,67713.0,29736.0,9115.0,9.533521598159188
11235,75622.0,44.5,42257.0,29182.0,16573.0,21.915580122186665
11236,97714.0,37.3,60135.0,24929.0,14002.0,14.329574063082056
11237,55258.0,29.1,42496.0,18373.0,17468.0,31.611712331246153
11238,51959.0,34.8,69491.0,40557.0,7149.0,13.758925306491657
11239,12943.0,41.7,27886.0,19169.0,4100.0,31.67735455458549
11351,0.0,-666666666.0,-666666666.0,-666666666.0,0.0,
11354,56433.0,44.2,46650.0,23833.0,10168.0,18.01782644906349
11355,83799.0,40.9,40539.0,19811.0,18429.0,21.991909211327105
11356,23800.0,36.0,59084.0,24417.0,2911.0,12.231092436974789
11357,40588.0,44.8,73189.0,34857.0,2390.0,5.8884399329851185
11358,37634.0,42.3,67277.0,30097.0,4100.0,10.894403996386247
11359,0.0,-666666666.0,-666666666.0,-666666666.0,0.0,
11360,19916.0,48.5,79513.0,43697.0,1274.0,6.396866840731071
11361,30352.0,41.1,77219.0,33806.0,2450.0,8.071955719557195
11362,17897.0,45.0,82058.0,38018.0,1450.0,8.101916522322178
11363,7625.0,42.0,92711.0,42724.0,453.0,5.940983606557377
11364,34902.0,43.4,72344.0,33783.0,3000.0,8.5954959601169
11365,43138.0,41.6,58990.0,27555.0,6230.0,14.442023274143446
11366,13146.0,41.4,71692.0,31680.0,1736.0,13.205537806176784
11367,41582.0,34.7,54218.0,26144.0,6467.0,15.552402481843105
11368,110385.0,31.6,45014.0,16061.0,26691.0,24.179915749422477
11369,39862.0,35.2,54181.0,21072.0,7027.0,17.628317696051376
11370,36271.0,35.5,54196.0,18161.0,4538.0,12.51137272200932
11371,0.0,-666666666.0,-666666666.0,-666666666.0,0.0,
11372,63202.0,37.9,46402.0,25416.0,12476.0,19.739881649314896
11373,100713.0,36.3,49042.0,21905.0,19865.0,19.72436527558508
11374,41792.0,42.8,50606.0,32415.0,5403.0,12.928311638591119
11375,69652.0,41.9,71643.0,44032.0,6021.0,8.644403606500891
11377,88939.0,35.9,49641.0,23505.0,13962.0,15.698400026984787
11378,30854.0,39.6,56278.0,29422.0,3626.0,11.752122901406624
11379,35725.0,43.4,71393.0,33357.0,3473.0,9.72148355493352
11385,100132.0,35.3,53558.0,24197.0,17346.0,17.323133463827748
11411,19177.0,44.4,81117.0,31752.0,838.0,4.369818011159201
11412,37690.0,39.6,70709.0,25496.0,3507.0,9.304855399310162
11413,41689.0,39.3,80237.0,28580.0,2946.0,7.066612295809446
11414,28742.0,44.2,69088.0,35199.0,2544.0,8.85115858325795
11415,19020.0,37.9,64696.0,35734.0,2161.0,11.361724500525762
11416,25973.0,33.9,58621.0,21338.0,4214.0,16.22454086936434
11417,31556.0,36.8,61617.0,24237.0,4890.0,15.496260616047662
11418,36751.0,34.9,61472.0,23317.0,5283.0,14.375119044379744
11419,48370.0,36.5,55557.0,19170.0,8620.0,17.820963407070497
11420,50162.0,36.8,57784.0,22129.0,6144.0,12.248315457916352
11421,42745.0,34.8,61974.0,23475.0,6558.0,15.342145280149724
11422,32589.0,35.5,83631.0,29035.0,2743.0,8.416950504771549
11423,32053.0,39.4,60161.0,25657.0,3423.0,10.679187595544878
11424,0.0,-666666666.0,-666666666.0,-666666666.0,0.0,
11425,0.0,-666666666.0,-666666666.0,-666666666.0,0.0,
11426,19348.0,40.8,77917.0,31453.0,1747.0,9.029357039487286
11427,23460.0,41.8,69847.0,29657.0,2578.0,10.988917306052857
11428,20461.0,40.2,68077.0,23357.0,2224.0,10.869458970724793
11429,27506.0,39.9,71208.0,24564.0,3321.0,12.073729368137862
11430,171.0,43.4,-666666666.0,8278.0,143.0,83.62573099415205
11432,62395.0,35.8,49631.0,21641.0,12609.0,20.208350028047118
11433,37927.0,30.7,44799.0,17236.0,7835.0,20.658106362222163
11434,65255.0,35.6,58178.0,23690.0,8536.0,13.080989962454984
11435,54523.0,35.7,52939.0,23353.0,9645.0,17.689782293710913
11436,18609.0,35.5,61544.0,23204.0,2433.0,13.074318877962277
11451,0.0,-666666666.0,-666666666.0,-666666666.0,0.0,
11501,19155.0,41.8,81930.0,39466.0,1071.0,5.591229444009397
11507,7224.0,45.8,96048.0,44820.0,202.0,2.796234772978959
11509,2232.0,54.9,120385.0,83285.0,63.0,2.8225806451612905
11510,33430.0,39.8,92518.0,34915.0,2423.0,7.247980855518995
11514,5197.0,41.2,85741.0,38920.0,435.0,8.370213584760439
11516,7513.0,28.9,91250.0,36487.0,437.0,5.816584586716358
11518,10065.0,44.6,94475.0,45358.0,344.0,3.417784401390959
11520,43632.0,37.7,67188.0,28033.0,6359.0,14.574165749908325
11530,28155.0,42.7,137788.0,64986.0,1096.0,3.892736636476647
11542,27691.0,39.1,65671.0,36076.0,3938.0,14.221227113502582
11545,12653.0,45.4,142107.0,75890.0,264.0,2.0864617086856874
11547,797.0,43.1,92361.0,37415.0,75.0,9.410288582183187
11548,2328.0,21.3,103194.0,23979.0,47.0,2.0189003436426116
11549,2337.0,20.3,-666666666.0,3491.0,0.0,0.0
11550,57224.0,33.7,53935.0,22216.0,11571.0,20.220536837690478
11552,22949.0,41.0,98056.0,36960.0,1227.0,5.346638197742821
11553,26506.0,33.2,72207.0,21461.0,2744.0,10.352373047611861
11554,37513.0,43.0,95071.0,37466.0,1598.0,4.259856583051209
11556,0.0,-666666666.0,-666666666.0,-666666666.0,0.0,
11557,7364.0,46.6,118990.0,58854.0,381.0,5.173818576860402
11558,8646.0,44.5,70771.0,33703.0,930.0,10.756419153365718
11559,8402.0,39.8,114211.0,62810.0,358.0,4.260890264222804
11560,6334.0,44.7,94913.0,68698.0,193.0,3.047047679191664
11561,37599.0,43.5,89684.0,48682.0,2932.0,7.798079736163196
11563,22984.0,43.6,90195.0,39341.0,1283.0,5.582144100243648
11565,8820.0,44.7,114519.0,48527.0,94.0,1.0657596371882085
11566,33791.0,43.6,125125.0,50000.0,905.0,2.6782279305140424
11568,4240.0,23.4,196250.0,72349.0,81.0,1.9103773584905661
11569,1284.0,46.8,109855.0,64859.0,0.0,0.0
11570,27896.0,42.3,109926.0,52202.0,1668.0,5.979351878405506
11572,28901.0,44.3,98532.0,42094.0,1121.0,3.8787585204664197
11575,16674.0,32.1,62746.0,20615.0,2897.0,17.374355283675182
11576,12325.0,46.3,152031.0,80561.0,511.0,4.14604462474645
11577,12788.0,42.9,121699.0,55978.0,562.0,4.394745073506412
11579,5336.0,44.8,105457.0,50575.0,140.0,2.623688155922039
11580,41525.0,39.6,93200.0,32751.0,2985.0,7.188440698374473
11581,20956.0,38.2,94019.0,37902.0,1669.0,7.964306165298721
11590,45972.0,38.0,89641.0,34702.0,3849.0,8.372487601148524
11596,10638.0,42.9,112083.0,48298.0,341.0,3.205489753713104
11598,12927.0,38.8,129100.0,52769.0,982.0,7.596503442407364
11691,62577.0,32.6,39986.0,19097.0,15152.0,24.213369129232785
11692,17970.0,35.2,40298.0,21118.0,3903.0,21.719532554257096
11693,11338.0,38.9,51116.0,25732.0,2325.0,20.50626212735932
11694,21507.0,43.1,75615.0,37351.0,1369.0,6.365369414609197
11697,4078.0,49.3,82230.0,39540.0,123.0,3.0161844041196666
11701,27423.0,40.1,71632.0,28643.0,2536.0,9.247711774787588
11702,14512.0,43.1,100136.0,44811.0,543.0,3.741730981256891
11703,16249.0,40.1,89655.0,34442.0,771.0,4.7449073789156255
11704,40685.0,40.5,81760.0,31839.0,2441.0,5.999754209167998
11705,7571.0,42.7,96875.0,42739.0,460.0,6.075815612204464
11706,65865.0,34.8,74784.0,28243.0,4984.0,7.566993091930464
11709,6724.0,46.9,98704.0,45113.0,326.0,4.848304580606782
11710,35151.0,42.1,106777.0,41756.0,1129.0,3.2118574151517736
11713,9530.0,37.9,72825.0,34126.0,1611.0,16.904512067156347
11714,23313.0,44.4,86608.0,36675.0,649.0,2.7838545017801226
11715,4335.0,44.5,92083.0,41837.0,173.0,3.9907727797001153
11716,11134.0,40.9,84861.0,34282.0,537.0,4.823064487156458
11717,59449.0,32.3,69240.0,20455.0,6196.0,10.422378845733318
11718,3117.0,41.6,120938.0,55491.0,73.0,2.3419955085017645
11719,3372.0,50.2,90954.0,41364.0,274.0,8.125741399762752
11720,29374.0,38.9,91481.0,33302.0,1728.0,5.882753455436781
11721,6482.0,42.3,107153.0,50709.0,159.0,2.452946621413144
11722,37181.0,32.8,65939.0,21936.0,4921.0,13.235254565503887
11724,2853.0,45.9,164375.0,85966.0,76.0,2.663862600771118
11725,28646.0,44.3,112623.0,45324.0,979.0,3.4175801158975077
11726,21102.0,36.4,70011.0,25881.0,1563.0,7.406880864373045
11727,29987.0,39.4,76453.0,35090.0,2099.0,6.999699869943642
11729,27409.0,41.2,83721.0,34743.0,1527.0,5.571162756758729
11730,14204.0,41.0,113014.0,40852.0,693.0,4.878907350042241
11731,28969.0,42.9,108182.0,43495.0,913.0,3.151644861748766
11732,3671.0,48.3,110000.0,62470.0,115.0,3.1326614001634434
11733,17065.0,46.2,136596.0,57804.0,586.0,3.4339290946381484
11735,32499.0,41.7,90300.0,36547.0,1160.0,3.5693405950952335
11738,17643.0,37.4,95803.0,33909.0,927.0,5.2542084679476275
